date,close,mean,stdDev,zscore,skewness,kurtosis,signal
2023-11-01 23:59:59,162641.6,162641.6,nan,nan,nan,nan,hold
2023-11-01 23:59:59,162641.6000  ,162641.6000  ,nan          ,nan          ,nan          ,nan          ,hold
2023-11-02 23:59:59,158459.84,160550.72,2956.9508532946634,-0.7071067811865476,nan,nan,hold
2023-11-02 23:59:59,158459.8400  ,160550.7200  ,2956.9509    ,-0.7071      ,nan          ,nan          ,hold
2023-11-03 23:59:59,161259.12,160786.85333333333,2130.506049682411,0.22166877523631645,nan,nan,hold
2023-11-03 23:59:59,161259.1200  ,160786.8533  ,2130.5060    ,0.2217       ,nan          ,nan          ,hold
2023-11-04 23:59:59,163335.03999999998,161423.9,2156.2354170791864,0.8863317914464065,nan,nan,hold
2023-11-04 23:59:59,163335.0400  ,161423.9000  ,2156.2354    ,0.8863       ,nan          ,nan          ,hold
2023-11-05 23:59:59,166539.12,162446.944,2952.9829850644246,1.3857770331550787,nan,nan,hold
2023-11-05 23:59:59,166539.1200  ,162446.9440  ,2952.9830    ,1.3858       ,nan          ,nan          ,hold
2023-11-06 23:59:59,167350.48,163264.19999999998,3314.1410690071784,1.232983121392645,nan,nan,hold
2023-11-06 23:59:59,167350.4800  ,163264.2000  ,3314.1411    ,1.2330       ,nan          ,nan          ,hold
2023-11-10 23:59:59,182960.8,166078.0,8035.871800935277,2.1009294844692565,nan,nan,hold
2023-11-10 23:59:59,182960.8000  ,166078.0000  ,8035.8718    ,2.1009       ,nan          ,nan          ,hold
2023-11-10 23:59:59,182960.8,168188.35,9538.281759508449,1.5487537873657105,nan,nan,hold
2023-11-10 23:59:59,182960.8000  ,168188.3500  ,9538.2818    ,1.5488       ,nan          ,nan          ,hold
2023-11-11 23:59:59,180797.76,169589.39555555556,9862.698636629735,1.1364399194777135,nan,nan,hold
2023-11-11 23:59:59,180797.7600  ,169589.3956  ,9862.6986    ,1.1364       ,nan          ,nan          ,hold
2023-11-12 23:59:59,180055.03999999998,170635.96,9870.04073755863,0.9543101442486864,nan,nan,hold
2023-11-12 23:59:59,180055.0400  ,170635.9600  ,9870.0407    ,0.9543       ,nan          ,nan          ,hold
2023-11-13 23:59:59,180855.84,171565.04,9857.53619599544,0.9425073177792961,nan,nan,hold
2023-11-13 23:59:59,180855.8400  ,171565.0400  ,9857.5362    ,0.9425       ,nan          ,nan          ,hold
2023-11-14 23:59:59,174249.68,171788.75999999998,9430.689181517979,0.260948055082004,nan,nan,hold
2023-11-14 23:59:59,174249.6800  ,171788.7600  ,9430.6892    ,0.2609       ,nan          ,nan          ,hold
2023-11-15 23:59:59,181217.52,172514.04923076925,9400.265155269535,0.9258750285731898,nan,nan,hold
2023-11-15 23:59:59,181217.5200  ,172514.0492  ,9400.2652    ,0.9259       ,nan          ,nan          ,hold
2023-11-16 23:59:59,172667.44,172525.0057142857,9031.575669569791,0.015770701694300893,nan,nan,hold
2023-11-16 23:59:59,172667.4400  ,172525.0057  ,9031.5757    ,0.0158       ,nan          ,nan          ,hold
2023-11-17 23:59:59,172586.48,172529.104,8703.058555661266,0.006592624837930774,nan,nan,hold
2023-11-17 23:59:59,172586.4800  ,172529.1040  ,8703.0586    ,0.0066       ,nan          ,nan          ,hold
2023-11-18 23:59:59,172760.72,172543.58,8408.152742919627,0.025824935231209274,nan,nan,hold
2023-11-18 23:59:59,172760.7200  ,172543.5800  ,8408.1527    ,0.0258       ,nan          ,nan          ,hold
2023-11-19 23:59:59,177096.48,172811.39764705882,8215.705385375883,0.5215720564382357,nan,nan,hold
2023-11-19 23:59:59,177096.4800  ,172811.3976  ,8215.7054    ,0.5216       ,nan          ,nan          ,hold
2023-11-20 23:59:59,177972.08000000002,173098.10222222222,8062.688541434748,0.6045102390759687,nan,nan,hold
2023-11-20 23:59:59,177972.0800  ,173098.1022  ,8062.6885    ,0.6045       ,nan          ,nan          ,hold
2023-11-21 23:59:59,170142.72,172942.5557894737,7864.804425386652,-0.3559956024381435,nan,nan,hold
2023-11-21 23:59:59,170142.7200  ,172942.5558  ,7864.8044    ,-0.3560      ,nan          ,nan          ,hold
2023-11-22 23:59:59,181830.471,173386.95155,7908.815736227835,1.0676085689192183,nan,nan,hold
2023-11-22 23:59:59,181830.4710  ,173386.9515  ,7908.8157    ,1.0676       ,nan          ,nan          ,hold
2023-11-23 23:59:59,181722.108,173783.86376190477,7920.241373548315,1.0022730196843561,0.7642080116109228,0.808086873984605,hold
2023-11-23 23:59:59,181722.1080  ,173783.8638  ,7920.2414    ,1.0023       ,0.7642       ,0.8081       ,hold
2023-11-24 23:59:59,183350.196,174218.69704545455,7993.924541670412,1.1423048725247693,0.7095388243424551,0.9874505768403412,hold
2023-11-24 23:59:59,183350.1960  ,174218.6970  ,7993.9245    ,1.1423       ,0.7095       ,0.9875       ,hold
2023-11-25 23:59:59,183500.847,174622.2687826087,8046.376133880272,1.1034256999255776,0.7887042899703983,1.0884235977663215,hold
2023-11-25 23:59:59,183500.8470  ,174622.2688  ,8046.3761    ,1.1034       ,0.7887       ,1.0884       ,hold
2023-11-26 23:59:59,181659.557,174915.489125,7999.542554658825,0.8430566909194519,0.8740095124456635,1.119808844516637,hold
2023-11-26 23:59:59,181659.5570  ,174915.4891  ,7999.5426    ,0.8431       ,0.8740       ,1.1198       ,hold
2023-11-27 23:59:59,178628.917,175581.62733333334,7588.100222101011,0.4015879571267587,1.004967772864456,1.2374005576910188,hold
2023-11-27 23:59:59,178628.9170  ,175581.6273  ,7588.1002    ,0.4016       ,1.0050       ,1.2374       ,hold
2023-11-28 23:59:59,180446.42,176497.73483333332,6707.2045298461635,0.5887229395041661,0.9785666065842306,1.1914549513623847,hold
2023-11-28 23:59:59,180446.4200  ,176497.7348  ,6707.2045    ,0.5887       ,0.9786       ,1.1915       ,hold
2023-11-29 23:59:59,178702.921,177224.559875,5877.963646653212,0.2515090622994484,0.5619587965888445,1.126352627455546,hold
2023-11-29 23:59:59,178702.9210  ,177224.5599  ,5877.9636    ,0.2515       ,0.5620       ,1.1264       ,hold
2023-11-30 23:59:59,180760.056,177950.60220833332,5114.3029349433855,0.5493326905747301,0.4916439751866912,0.9934701516494653,hold
2023-11-30 23:59:59,180760.0560  ,177950.6022  ,5114.3029    ,0.5493       ,0.4916       ,0.9935       ,hold
2023-12-01 23:59:59,184072.518,178681.16045833332,4644.00938071665,1.1609273581688389,0.3314919710485461,0.8103236780192025,hold
2023-12-01 23:59:59,184072.5180  ,178681.1605  ,4644.0094    ,1.1609       ,0.3315       ,0.8103       ,hold
2023-12-02 23:59:59,190761.168,179656.60579166666,4619.163053055413,2.4040203995371128,0.1789699144719191,0.30508208424517,hold
2023-12-02 23:59:59,190761.1680  ,179656.6058  ,4619.1631    ,2.4040       ,0.1790       ,0.3051       ,hold
2023-12-03 23:59:59,193356.0384,180089.740725,5368.983231726532,2.4709143430745764,0.12942839959764346,0.25066001654019887,hold
2023-12-03 23:59:59,193356.0384  ,180089.7407  ,5368.9832    ,2.4709       ,0.1294       ,0.2507       ,hold
2023-12-04 23:59:59,197778.629,180707.15026666666,6455.542545186433,2.644468472454364,0.013173848681987012,0.6186119200358076,hold
2023-12-04 23:59:59,197778.6290  ,180707.1503  ,6455.5425    ,2.6445       ,0.0132       ,0.6186       ,hold
2023-12-05 23:59:59,201181.169,181556.458975,7690.672232483315,2.5517548312760687,0.03609638039999757,1.0775799231897398,hold
2023-12-05 23:59:59,201181.1690  ,181556.4590  ,7690.6722    ,2.5518       ,0.0361       ,1.0776       ,hold
2023-12-06 23:59:59,195524.5395,182201.02145416665,8191.326434969979,1.6265397492832543,0.35902564069554915,1.2505438676284149,hold
2023-12-06 23:59:59,195524.5395  ,182201.0215  ,8191.3264    ,1.6265       ,0.3590       ,1.2505       ,hold
2023-12-07 23:59:59,206052.4368,183250.87965416667,9518.580705011322,2.3954786803277104,0.28296894398327294,0.4227069250996469,hold
2023-12-07 23:59:59,206052.4368  ,183250.8797  ,9518.5807    ,2.3955       ,0.2830       ,0.4227       ,hold
2023-12-08 23:59:59,206689.791,184602.55094583335,10443.2010580552,2.1149875341268083,0.27258739445677177,0.4339154012956943,hold
2023-12-08 23:59:59,206689.7910  ,184602.5509  ,10443.2011   ,2.1150       ,0.2726       ,0.4339       ,hold
2023-12-09 23:59:59,203788.8,185543.02094583333,11119.541002332748,1.6408751989258292,0.4462504757179058,0.4480602045904747,hold
2023-12-09 23:59:59,203788.8000  ,185543.0209  ,11119.5410   ,1.6409       ,0.4463       ,0.4481       ,hold
2023-12-10 23:59:59,204795.39,186881.6855291667,11431.613296818387,1.5670320545061664,0.44627742980859003,0.4480647103179254,hold
2023-12-10 23:59:59,204795.3900  ,186881.6855  ,11431.6133   ,1.5670       ,0.4463       ,0.4481       ,hold
2023-12-11 23:59:59,193757.2536,187763.80109583333,11092.352369966422,0.5403229454190885,0.19684267930175184,0.6592619885937459,hold
2023-12-11 23:59:59,193757.2536  ,187763.8011  ,11092.3524   ,0.5403       ,0.1968       ,0.6593       ,hold
2023-12-12 23:59:59,192338.028,188579.52226250002,10652.184814004304,0.35283895305296525,-0.2151614971905073,0.8743573597077394,hold
2023-12-12 23:59:59,192338.0280  ,188579.5223  ,10652.1848   ,0.3528       ,-0.2152      ,0.8744       ,hold
2023-12-14 23:59:59,202094.9496,189621.1251625,10702.612416258875,1.1654934283661804,-0.11717741285528743,0.3173686479678026,hold
2023-12-14 23:59:59,202094.9496  ,189621.1252  ,10702.6124   ,1.1655       ,-0.1172      ,0.3174       ,hold
2023-12-15 23:59:59,194332.9737,190302.82906666666,10446.351488277325,0.38579446975873705,-0.055450511772496214,-0.17145422331166715,hold
2023-12-15 23:59:59,194332.9737  ,190302.8291  ,10446.3515   ,0.3858       ,-0.0555      ,-0.1715      ,hold
2023-12-16 23:59:59,195026.6108,191339.65785,9555.302986218638,0.38585411214250365,-0.07098310167909552,-0.16763538058225258,hold
2023-12-16 23:59:59,195026.6108  ,191339.6578  ,9555.3030    ,0.3859       ,-0.0710      ,-0.1676      ,hold
2023-12-17 23:59:59,192252.9371,191773.92727083332,9338.724972945945,0.051292851064184256,-0.05449841017470573,-0.21466791279711517,hold
2023-12-17 23:59:59,192252.9371  ,191773.9273  ,9338.7250    ,0.0513       ,-0.0545      ,-0.2147      ,hold
2023-12-18 23:59:59,196623.504,192394.8187708333,9134.497935922349,0.46293570361836034,-0.2371498774688639,-0.14239691547050892,hold
2023-12-18 23:59:59,196623.5040  ,192394.8188  ,9134.4979    ,0.4629       ,-0.2371      ,-0.1424      ,hold
2023-12-19 23:59:59,192843.27,192790.3635208333,8929.041966983976,0.00592521340613048,-0.09826265331999198,-0.3503260020364083,hold
2023-12-19 23:59:59,192843.2700  ,192790.3635  ,8929.0420    ,0.0059       ,-0.0983      ,-0.3503      ,hold
2023-12-20 23:59:59,195446.286,193288.09014583335,8719.175330705952,0.2475229333405204,-0.21983655391036946,-0.2858502628695607,hold
2023-12-20 23:59:59,195446.2860  ,193288.0901  ,8719.1753    ,0.2475       ,-0.2198      ,-0.2859      ,hold
2023-12-21 23:59:59,198762.918,194000.7301875,8421.284734445557,0.5654942164609671,-0.24408251413480023,-0.3121158840073379,hold
2023-12-21 23:59:59,198762.9180  ,194000.7302  ,8421.2847    ,0.5655       ,-0.2441      ,-0.3121      ,hold
2023-12-22 23:59:59,205618.7214,195125.30537083335,8074.242072975021,1.29961622828832,-0.2614247571221533,-0.457643888093624,hold
2023-12-22 23:59:59,205618.7214  ,195125.3054  ,8074.2421    ,1.2996       ,-0.2614      ,-0.4576      ,hold
2023-12-23 23:59:59,204145.4268,196112.7639875,7638.401217346647,1.0516157221825415,-0.11959721522061913,-0.3078425990690139,hold
2023-12-23 23:59:59,204145.4268  ,196112.7640  ,7638.4012    ,1.0516       ,-0.1196      ,-0.3078      ,hold
2023-12-24 23:59:59,200060.1233,197002.64741666664,6709.540821738361,0.45569077893190413,0.03499886369375132,-0.440932275994375,hold
2023-12-24 23:59:59,200060.1233  ,197002.6474  ,6709.5408    ,0.4557       ,0.0350       ,-0.4409      ,hold
2023-12-25 23:59:59,201439.46340000004,197864.28939166668,5799.017493973377,0.6165137477251712,0.10286649907841228,-0.30021964997941675,hold
2023-12-25 23:59:59,201439.4634  ,197864.2894  ,5799.0175    ,0.6165       ,0.1029       ,-0.3002      ,hold
2023-12-26 23:59:59,197972.7792,198443.46694166667,5000.895494968677,-0.09412069141221499,0.26807548779162726,-0.26197514187827764,hold
2023-12-26 23:59:59,197972.7792  ,198443.4669  ,5000.8955    ,-0.0941      ,0.2681       ,-0.2620      ,hold
2023-12-27 23:59:59,211133.497,199292.31398333333,5356.556879740187,2.210595963510243,0.3242966291830248,-0.2982563770582516,hold
2023-12-27 23:59:59,211133.4970  ,199292.3140  ,5356.5569    ,2.2106       ,0.3243       ,-0.2983      ,hold
2023-12-28 23:59:59,208297.7884,199914.8869,5502.920211819031,1.5233550873580537,0.46926325956095477,0.23541032910303805,hold
2023-12-28 23:59:59,208297.7884  ,199914.8869  ,5502.9202    ,1.5234       ,0.4693       ,0.2354       ,hold
2023-12-29 23:59:59,204247.268,200184.41352499998,5551.934513882754,0.7317907775822567,0.5535572656808443,0.1724432509034428,hold
2023-12-29 23:59:59,204247.2680  ,200184.4135  ,5551.9345    ,0.7318       ,0.5536       ,0.1724       ,hold
2023-12-30 23:59:59,203641.488,200286.92681666664,5593.696353224187,0.5997038400913218,0.5102370408040087,0.20439542148194967,hold
2023-12-30 23:59:59,203641.4880  ,200286.9268  ,5593.6964    ,0.5997       ,0.5102       ,0.2044       ,hold
2023-12-31 23:59:59,202805.88,200590.31600416664,5521.1561750957935,0.4012862388908828,0.5586954003365752,0.24122448433854426,hold
2023-12-31 23:59:59,202805.8800  ,200590.3160  ,5521.1562    ,0.4013       ,0.5587       ,0.2412       ,hold
2024-01-01 23:59:59,209090.256,200716.89180416663,5684.236435565199,1.4730851347848226,0.7533102867980723,-0.04957413445532799,hold
2024-01-01 23:59:59,209090.2560  ,200716.8918  ,5684.2364    ,1.4731       ,0.7533       ,-0.0496      ,hold
2024-01-02 23:59:59,208918.2752,200809.74531249996,5803.008031447397,1.397297719313616,0.7287666166547222,-0.040375411691152774,hold
2024-01-02 23:59:59,208918.2752  ,200809.7453  ,5803.0080    ,1.3973       ,0.7288       ,-0.0404      ,hold
2024-01-03 23:59:59,196724.71,200515.40822916664,5824.447254708386,-0.6508254025482526,0.35742142829382084,0.5864277535459244,hold
2024-01-03 23:59:59,196724.7100  ,200515.4082  ,5824.4473    ,-0.6508      ,0.3574       ,0.5864       ,hold
2024-01-04 23:59:59,201838.65,200392.21072916666,5760.905483536359,0.25107845892750685,0.22453988584243173,0.7082446951967873,hold
2024-01-04 23:59:59,201838.6500  ,200392.2107  ,5760.9055    ,0.2511       ,0.2245       ,0.7082       ,hold
2024-01-05 23:59:59,201798.6342,200727.26825416667,5589.531292349375,0.1916736645342251,0.24615386952620094,0.7131972158196342,hold
2024-01-05 23:59:59,201798.6342  ,200727.2683  ,5589.5313    ,0.1917       ,0.2462       ,0.7132       ,hold
2024-01-06 23:59:59,199257.6184,201015.58452083333,5309.430779890208,-0.331102559523279,0.2414619936600907,0.7353660045766928,hold
2024-01-06 23:59:59,199257.6184  ,201015.5845  ,5309.4308    ,-0.3311      ,0.2415       ,0.7354       ,hold
2024-01-07 23:59:59,197524.1778,200825.13569583333,5350.845782579203,-0.6169039493868965,0.40596986428006,0.9993397060468467,hold
2024-01-07 23:59:59,197524.1778  ,200825.1357  ,5350.8458    ,-0.6169      ,0.4060       ,0.9993       ,hold
2024-01-08 23:59:59,206769.457,201343.3225,5296.709521615153,1.0244349775755432,0.24556330462214881,0.41036624125353294,hold
2024-01-08 23:59:59,206769.4570  ,201343.3225  ,5296.7095    ,1.0244       ,0.2456       ,0.4104       ,hold
2024-01-09 23:59:59,207951.828,201881.87321666666,5283.603199287393,1.1488286599856727,0.28892828932777065,0.46853005023442673,hold
2024-01-09 23:59:59,207951.8280  ,201881.8732  ,5283.6032    ,1.1488       ,0.2889       ,0.4685       ,hold
2024-01-10 23:59:59,229103.652,203417.31967083333,7324.186179798669,3.507056169600641,0.9309150101201866,1.0914652770198732,hold
2024-01-10 23:59:59,229103.6520  ,203417.3197  ,7324.1862    ,3.5071       ,0.9309       ,1.0915       ,hold
2024-01-11 23:59:59,231430.9842,204867.6313458333,9141.241823136023,2.905880116521608,1.0595820435178112,1.4855114799941918,hold
2024-01-11 23:59:59,231430.9842  ,204867.6313  ,9141.2418    ,2.9059       ,1.0596       ,1.4855       ,hold
2024-01-12 23:59:59,223261.58400000003,206135.06109583334,9503.16217382928,1.8021920062914798,1.000559323305149,1.1970031693699559,hold
